Time,Level,Indicator,Valve,Pump
22007,755,H,open,on
22008,756,H,open,on
22009,757,H,open,on
22010,758,H,open,on
22011,759,H,open,on
22012,760,H,open,on
22013,761,H,open,on
22014,762,H,open,on
22015,763,H,open,on
22016,764,H,open,on
22017,765,H,open,on
22018,766,H,open,on
22019,767,H,open,on
22020,768,H,open,on
22021,769,H,open,on
22022,770,H,open,on
22023,771,H,open,on
22024,772,H,open,on
22025,773,H,open,on
22026,774,H,open,on
22027,775,H,open,on
22028,776,H,open,on
22029,777,H,open,on
22030,778,H,open,on
22031,779,H,open,on
22032,780,H,open,on
22033,781,H,open,on
22034,782,H,open,on
22035,783,H,open,on
22036,784,H,open,on
22037,785,H,open,on
22038,786,H,open,on
22039,787,H,open,on
22040,788,H,open,on
22041,789,H,open,on
22042,790,H,open,on
22043,791,H,open,on
22044,792,H,open,on
22045,793,H,open,on
22046,794,H,open,on
22047,795,H,open,on
22048,796,H,open,on
22049,797,H,open,on
22050,798,H,open,on
22051,799,H,open,on
22052,800,H,open,on
22053,801,HH,transitioning,on
22054,773,H,transitioning,on
22055,745,H,transitioning,on
22056,717,H,open,on
22057,718,H,open,on
22058,719,H,open,on
22059,720,H,open,on
22060,721,H,open,on
22061,722,H,open,on
22062,723,H,open,on
22063,724,H,open,on
22064,725,H,open,on
22065,726,H,open,on
22066,727,H,open,on
22067,728,H,open,on
22068,729,H,open,on
22069,730,H,open,on
22070,731,H,open,on
22071,732,H,open,on
22072,733,H,open,on
22073,734,H,open,on
22074,735,H,open,on
22075,736,H,open,on
22076,737,H,open,on
22077,738,H,open,on
22078,739,H,open,on
22079,740,H,open,on
22080,741,H,open,on
22081,742,H,open,on
22082,743,H,open,on
22083,744,H,open,on
22084,745,H,open,on
22085,746,H,open,on
22086,747,H,open,on
22087,748,H,open,on
22088,749,H,open,on
22089,750,H,open,on
22090,751,H,open,on
22091,752,H,open,on
22092,753,H,open,on
22093,754,H,open,on
22094,755,H,open,on
22095,756,H,open,on
22096,757,H,open,on
22097,758,H,open,on
22098,759,H,open,on
22099,760,H,open,on
22100,761,H,open,on
22101,762,H,open,on
22102,763,H,open,on
22103,764,H,open,on
22104,765,H,open,on
22105,766,H,open,on
22106,767,H,open,on
22107,768,H,open,on
22108,769,H,open,on
22109,770,H,open,on
22110,771,H,open,on
22111,772,H,open,on
22112,773,H,open,on
22113,774,H,open,on
22114,775,H,open,on
22115,776,H,open,on
22116,777,H,open,on
22117,778,H,open,on
22118,779,H,open,on
22119,780,H,open,on
22120,781,H,open,on
22121,782,H,open,on
22122,783,H,open,on
22123,784,H,open,on
22124,785,H,open,on
22125,786,H,open,on
22126,787,H,open,on
22127,788,H,open,on
22128,789,H,open,on
22129,790,H,open,on
22130,791,H,open,on
22131,792,H,open,on
22132,793,H,open,on
22133,794,H,open,on
22134,795,H,open,on
22135,796,H,open,on
22136,797,H,open,on
22137,798,H,open,on
22138,799,H,open,on
22139,800,H,open,on
22140,801,HH,transitioning,on
22141,773,H,transitioning,on
22142,745,H,transitioning,on
22143,717,H,open,on
22144,718,H,open,on
22145,719,H,open,on
22146,720,H,open,on
22147,721,H,open,on
22148,722,H,open,on
22149,723,H,open,on
22150,724,H,open,on
22151,725,H,open,on
22152,726,H,open,on
22153,727,H,open,on
22154,728,H,open,on
22155,729,H,open,on
22156,730,H,open,on
22157,731,H,open,on
22158,732,H,open,on
22159,733,H,open,on
22160,734,H,open,on
22161,735,H,open,on
22162,736,H,open,on
22163,737,H,open,on
22164,738,H,open,on
22165,739,H,open,on
22166,740,H,open,on
22167,741,H,open,on
22168,742,H,open,on
22169,743,H,open,on
22170,744,H,open,on
22171,745,H,open,on
22172,746,H,open,on
22173,747,H,open,on
22174,748,H,open,on
22175,749,H,open,on
22176,750,H,open,on
22177,751,H,open,on
22178,752,H,open,on
22179,753,H,open,on
22180,754,H,open,on
22181,755,H,open,on
22182,756,H,open,on
22183,757,H,open,on
22184,758,H,open,on
22185,759,H,open,on
22186,760,H,open,on
22187,761,H,open,on
22188,762,H,open,on
22189,763,H,open,on
22190,764,H,open,on
22191,765,H,open,on
22192,766,H,open,on
22193,767,H,open,on
22194,768,H,open,on
22195,769,H,open,on
22196,770,H,open,on
22197,771,H,open,on
22198,772,H,open,on
22199,773,H,open,on
22200,774,H,open,on
22201,775,H,open,on
22202,776,H,open,on
22203,777,H,open,on
22204,778,H,open,on
22205,779,H,open,on
22206,780,H,open,on
22207,781,H,open,on
22208,782,H,open,on
22209,783,H,open,on
22210,784,H,open,on
22211,785,H,open,on
22212,786,H,open,on
22213,787,H,open,on
22214,788,H,open,on
22215,789,H,open,on
22216,790,H,open,on
22217,791,H,open,on
22218,792,H,open,on
22219,793,H,open,on
22220,794,H,open,on
22221,795,H,open,on
22222,796,H,open,on
22223,797,H,open,on
22224,798,H,open,on
22225,799,H,open,on
22226,800,H,open,on
22227,801,HH,transitioning,on
22228,773,H,transitioning,on
22229,745,H,transitioning,on
22230,717,H,open,on
22231,718,H,open,on
22232,719,H,open,on
22233,720,H,open,on
22234,721,H,open,on
22235,722,H,open,on
22236,723,H,open,on
22237,724,H,open,on
22238,725,H,open,on
22239,726,H,open,on
22240,727,H,open,on
22241,728,H,open,on
22242,729,H,open,on
22243,730,H,open,on
22244,731,H,open,on
22245,732,H,open,on
22246,733,H,open,on
22247,734,H,open,on
22248,735,H,open,on
22249,736,H,open,on
22250,737,H,open,on
22251,738,H,open,on
22252,739,H,open,on
22253,740,H,open,on
22254,741,H,open,on
22255,742,H,open,on
22256,743,H,open,on
22257,744,H,open,on
22258,745,H,open,on
22259,746,H,open,on
22260,747,H,open,on
22261,748,H,open,on
22262,749,H,open,on
22263,750,H,open,on
22264,751,H,open,on
22265,752,H,open,on
22266,753,H,open,on
22267,754,H,open,on
22268,755,H,open,on
22269,756,H,open,on
22270,757,H,open,on
22271,758,H,open,on
22272,759,H,open,on
22273,760,H,open,on
22274,761,H,open,on
22275,762,H,open,on
22276,763,H,open,on
22277,764,H,open,on
22278,765,H,open,on
22279,766,H,open,on
22280,767,H,open,on
22281,768,H,open,on
22282,769,H,open,on
22283,770,H,open,on
22284,771,H,open,on
22285,772,H,open,on
22286,773,H,open,on
22287,774,H,open,on
22288,775,H,open,on
22289,776,H,open,on
22290,777,H,open,on
22291,778,H,open,on
22292,779,H,open,on
22293,780,H,open,on
22294,781,H,open,on
22295,782,H,open,on
22296,783,H,open,on
22297,784,H,open,on
22298,785,H,open,on
22299,786,H,open,on
22300,787,H,open,on
22301,788,H,open,on
22302,789,H,open,on
22303,790,H,open,on
22304,791,H,open,on
22305,792,H,open,on
22306,793,H,open,on
22307,794,H,open,on
22308,795,H,open,on
22309,796,H,open,on
22310,797,H,open,on
22311,798,H,open,on
22312,799,H,open,on
22313,800,H,open,on
22314,801,HH,transitioning,on
22315,773,H,transitioning,on
22316,745,H,transitioning,on
22317,717,H,open,on
22318,718,H,open,on
22319,719,H,open,on
22320,720,H,open,on
22321,721,H,open,on
22322,722,H,open,on
22323,723,H,open,on
22324,724,H,open,on
22325,725,H,open,on
22326,726,H,open,on
22327,727,H,open,on
22328,728,H,open,on
22329,729,H,open,on
22330,730,H,open,on
22331,731,H,open,on
22332,732,H,open,on
22333,733,H,open,on
22334,734,H,open,on
22335,735,H,open,on
22336,736,H,open,on
22337,737,H,open,on
22338,738,H,open,on
22339,739,H,open,on
22340,740,H,open,on
22341,741,H,open,on
22342,742,H,open,on
22343,743,H,open,on
22344,744,H,open,on
22345,745,H,open,on
22346,746,H,open,on
22347,747,H,open,on
22348,748,H,open,on
22349,749,H,open,on
22350,750,H,open,on
22351,751,H,open,on
22352,752,H,open,on
22353,753,H,open,on
22354,754,H,open,on
22355,755,H,open,on
22356,756,H,open,on
22357,757,H,open,on
22358,758,H,open,on
22359,759,H,open,on
22360,760,H,open,on
22361,761,H,open,on
22362,762,H,open,on
22363,763,H,open,on
22364,764,H,open,on
22365,765,H,open,on
22366,766,H,open,on
22367,767,H,open,on
22368,768,H,open,on
22369,769,H,open,on
22370,770,H,open,on
22371,771,H,open,on
22372,772,H,open,on
22373,773,H,open,on
22374,774,H,open,on
22375,775,H,open,on
22376,776,H,open,on
22377,777,H,open,on
22378,778,H,open,on
22379,779,H,open,on
22380,780,H,open,on
22381,781,H,open,on
22382,782,H,open,on
22383,783,H,open,on
22384,784,H,open,on
22385,785,H,open,on
22386,786,H,open,on
22387,787,H,open,on
22388,788,H,open,on
22389,789,H,open,on
22390,790,H,open,on
22391,791,H,open,on
22392,792,H,open,on
22393,793,H,open,on
22394,794,H,open,on
22395,795,H,open,on
22396,796,H,open,on
22397,797,H,open,on
22398,798,H,open,on
22399,799,H,open,on
22400,800,H,open,on
22401,801,HH,transitioning,on
22402,773,H,transitioning,on
22403,745,H,transitioning,on
22404,717,H,open,on
22405,718,H,open,on
22406,719,H,open,on
22407,720,H,open,on
22408,721,H,open,on
22409,722,H,open,on
22410,723,H,open,on
22411,724,H,open,on
22412,725,H,open,on
22413,726,H,open,on
22414,727,H,open,on
22415,728,H,open,on
22416,729,H,open,on
22417,730,H,open,on
22418,731,H,open,on
22419,732,H,open,on
22420,733,H,open,on
22421,734,H,open,on
22422,735,H,open,on
22423,736,H,open,on
22424,737,H,open,on
22425,738,H,open,on
22426,739,H,open,on
22427,740,H,open,on
22428,741,H,open,on
22429,742,H,open,on
22430,743,H,open,on
22431,744,H,open,on
22432,745,H,open,on
22433,746,H,open,on
22434,747,H,open,on
22435,748,H,open,on
22436,749,H,open,on
22437,750,H,open,on
22438,751,H,open,on
22439,752,H,open,on
22440,753,H,open,on
22441,754,H,open,on
22442,755,H,open,on
22443,756,H,open,on
22444,757,H,open,on
22445,758,H,open,on
22446,759,H,open,on
22447,760,H,open,on
22448,761,H,open,on
22449,762,H,open,on
22450,763,H,open,on
22451,764,H,open,on
22452,765,H,open,on
22453,766,H,open,on
22454,767,H,open,on
22455,768,H,open,on
22456,769,H,open,on
22457,770,H,open,on
22458,771,H,open,on
22459,772,H,open,on
22460,773,H,open,on
22461,774,H,open,on
22462,775,H,open,on
22463,776,H,open,on
22464,777,H,open,on
22465,778,H,open,on
22466,779,H,open,on
22467,780,H,open,on
22468,781,H,open,on
22469,782,H,open,on
22470,783,H,open,on
22471,784,H,open,on
22472,785,H,open,on
22473,786,H,open,on
22474,787,H,open,on
22475,788,H,open,on
22476,789,H,open,on
22477,790,H,open,on
22478,791,H,open,on
22479,792,H,open,on
22480,793,H,open,on
22481,794,H,open,on
22482,795,H,open,on
22483,796,H,open,on
22484,797,H,open,on
22485,798,H,open,on
22486,799,H,open,on
22487,800,H,open,on
22488,801,HH,transitioning,on
22489,773,H,transitioning,on
22490,745,H,transitioning,on
22491,717,H,open,on
22492,718,H,open,on
22493,719,H,open,on
22494,720,H,open,on
22495,721,H,open,on
22496,722,H,open,on
22497,723,H,open,on
22498,724,H,open,on
22499,725,H,open,on
22500,726,H,open,on
22501,727,H,open,on
22502,728,H,open,on
22503,729,H,open,on
22504,730,H,open,on
22505,731,H,open,on
22506,732,H,open,on
22507,733,H,open,on
22508,734,H,open,on
22509,735,H,open,on
22510,736,H,open,on
22511,737,H,open,on
22512,738,H,open,on
22513,739,H,open,on
22514,740,H,open,on
22515,741,H,open,on
22516,742,H,open,on
22517,743,H,open,on
22518,744,H,open,on
22519,745,H,open,on
22520,746,H,open,on
22521,747,H,open,on
22522,748,H,open,on
22523,749,H,open,on
22524,750,H,open,on
22525,751,H,open,on
22526,752,H,open,on
22527,753,H,open,on
22528,754,H,open,on
22529,755,H,open,on
22530,756,H,open,on
22531,757,H,open,on
22532,758,H,open,on
22533,759,H,open,on
22534,760,H,open,on
22535,761,H,open,on
22536,762,H,open,on
22537,763,H,open,on
22538,764,H,open,on
22539,765,H,open,on
22540,766,H,open,on
22541,767,H,open,on
22542,768,H,open,on
22543,769,H,open,on
22544,770,H,open,on
22545,771,H,open,on
22546,772,H,open,on
22547,773,H,open,on
22548,774,H,open,on
22549,775,H,open,on
22550,776,H,open,on
22551,777,H,open,on
22552,778,H,open,on
22553,779,H,open,on
22554,780,H,open,on
22555,781,H,open,on
22556,782,H,open,on
22557,783,H,open,on
22558,784,H,open,on
22559,785,H,open,on
22560,786,H,open,on
22561,787,H,open,on
22562,788,H,open,on
22563,789,H,open,on
22564,790,H,open,on
22565,791,H,open,on
22566,792,H,open,on
22567,793,H,open,on
22568,794,H,open,on
22569,795,H,open,on
22570,796,H,open,on
22571,797,H,open,on
22572,798,H,open,on
22573,799,H,open,on
22574,800,H,open,on
22575,801,HH,transitioning,on
22576,773,H,transitioning,on
22577,745,H,transitioning,on
22578,717,H,open,on
22579,718,H,open,on
22580,719,H,open,on
22581,720,H,open,on
22582,721,H,open,on
22583,722,H,open,on
22584,723,H,open,on
22585,724,H,open,on
22586,725,H,open,on
22587,726,H,open,on
22588,727,H,open,on
22589,728,H,open,on
22590,729,H,open,on
22591,730,H,open,on
22592,731,H,open,on
22593,732,H,open,on
22594,733,H,open,on
22595,734,H,open,on
22596,735,H,open,on
22597,736,H,open,on
22598,737,H,open,on
22599,738,H,open,on
22600,739,H,open,on
22601,740,H,open,on
22602,741,H,open,on
22603,742,H,open,on
22604,743,H,open,on
22605,744,H,open,on
22606,745,H,open,on
22607,746,H,open,on
22608,747,H,open,on
22609,748,H,open,on
22610,749,H,open,on
22611,750,H,open,on
22612,751,H,open,on
22613,752,H,open,on
22614,753,H,open,on
22615,754,H,open,on
22616,755,H,open,on
22617,756,H,open,on
22618,757,H,open,on
22619,758,H,open,on
22620,759,H,open,on
22621,760,H,open,on
22622,761,H,open,on
22623,762,H,open,on
22624,763,H,open,on
22625,764,H,open,on
22626,765,H,open,on
22627,766,H,open,on
22628,767,H,open,on
22629,768,H,open,on
22630,769,H,open,on
22631,770,H,open,on
22632,771,H,open,on
22633,772,H,open,on
22634,773,H,open,on
22635,774,H,open,on
22636,775,H,open,on
22637,776,H,open,on
22638,777,H,open,on
22639,778,H,open,on
22640,779,H,open,on
22641,780,H,open,on
22642,781,H,open,on
22643,782,H,open,on
22644,783,H,open,on
22645,784,H,open,on
22646,785,H,open,on
22647,786,H,open,on
22648,787,H,open,on
22649,788,H,open,on
22650,789,H,open,on
22651,790,H,open,on
22652,791,H,open,on
22653,792,H,open,on
22654,793,H,open,on
22655,794,H,open,on
22656,795,H,open,on
22657,796,H,open,on
22658,797,H,open,on
22659,798,H,open,on
22660,799,H,open,on
22661,800,H,open,on
22662,801,HH,transitioning,on
22663,773,H,transitioning,on
22664,745,H,transitioning,on
22665,717,H,open,on
22666,718,H,open,on
22667,719,H,open,on
22668,720,H,open,on
22669,721,H,open,on
22670,722,H,open,on
22671,723,H,open,on
22672,724,H,open,on
22673,725,H,open,on
22674,726,H,open,on
22675,727,H,open,on
22676,728,H,open,on
22677,729,H,open,on
22678,730,H,open,on
22679,731,H,open,on
22680,732,H,open,on
22681,733,H,open,on
22682,734,H,open,on
22683,735,H,open,on
22684,736,H,open,on
22685,737,H,open,on
22686,738,H,open,on
22687,739,H,open,on
22688,740,H,open,on
22689,741,H,open,on
22690,742,H,open,on
22691,743,H,open,on
22692,744,H,open,on
22693,745,H,open,on
22694,746,H,open,on
22695,747,H,open,on
22696,748,H,open,on
22697,749,H,open,on
22698,750,H,open,on
22699,751,H,open,on
22700,752,H,open,on
22701,753,H,open,on
22702,754,H,open,on
22703,755,H,open,on
22704,756,H,open,on
22705,757,H,open,on
22706,758,H,open,on
22707,759,H,open,on
22708,760,H,open,on
22709,761,H,open,on
22710,762,H,open,on
22711,763,H,open,on
22712,764,H,open,on
22713,765,H,open,on
22714,766,H,open,on
22715,767,H,open,on
22716,768,H,open,on
22717,769,H,open,on
22718,770,H,open,on
22719,771,H,open,on
22720,772,H,open,on
22721,773,H,open,on
22722,774,H,open,on
22723,775,H,open,on
22724,776,H,open,on
22725,777,H,open,on
22726,778,H,open,on
22727,779,H,open,on
22728,780,H,open,on
22729,781,H,open,on
22730,782,H,open,on
22731,783,H,open,on
22732,784,H,open,on
22733,785,H,open,on
22734,786,H,open,on
22735,787,H,open,on
22736,788,H,open,on
22737,789,H,open,on
22738,790,H,open,on
22739,791,H,open,on
22740,792,H,open,on
22741,793,H,open,on
22742,794,H,open,on
22743,795,H,open,on
22744,796,H,open,on
22745,797,H,open,on
22746,798,H,open,on
22747,799,H,open,on
22748,800,H,open,on
22749,801,HH,transitioning,on
22750,773,H,transitioning,on
22751,745,H,transitioning,on
22752,717,H,open,on
22753,718,H,open,on
22754,719,H,open,on
22755,720,H,open,on
22756,721,H,open,on
22757,722,H,open,on
22758,723,H,open,on
22759,724,H,open,on
22760,725,H,open,on
22761,726,H,open,on
22762,727,H,open,on
22763,728,H,open,on
22764,729,H,open,on
22765,730,H,open,on
22766,731,H,open,on
22767,732,H,open,on
22768,733,H,open,on
22769,734,H,open,on
22770,735,H,open,on
22771,736,H,open,on
22772,737,H,open,on
22773,738,H,open,on
22774,739,H,open,on
22775,740,H,open,on
22776,741,H,open,on
22777,742,H,open,on
22778,743,H,open,on
22779,744,H,open,on
22780,745,H,open,on
22781,746,H,open,on
22782,747,H,open,on
22783,748,H,open,on
22784,749,H,open,on
22785,750,H,open,on
22786,751,H,open,on
22787,752,H,open,on
22788,753,H,open,on
22789,754,H,open,on
22790,755,H,open,on
22791,756,H,open,on
22792,757,H,open,on
22793,758,H,open,on
22794,759,H,open,on
22795,760,H,open,on
22796,761,H,open,on
22797,762,H,open,on
22798,763,H,open,on
22799,764,H,open,on
22800,765,H,open,on
22801,766,H,open,on
22802,767,H,open,on
22803,768,H,open,on
22804,769,H,open,on
22805,770,H,open,on
22806,771,H,open,on
22807,772,H,open,on
22808,773,H,open,on
22809,774,H,open,on
22810,775,H,open,on
22811,776,H,open,on
22812,777,H,open,on
22813,778,H,open,on
22814,779,H,open,on
22815,780,H,open,on
22816,781,H,open,on
22817,782,H,open,on
22818,783,H,open,on
22819,784,H,open,on
22820,785,H,open,on
22821,786,H,open,on
22822,787,H,open,on
22823,788,H,open,on
22824,789,H,open,on
22825,790,H,open,on
22826,791,H,open,on
22827,792,H,open,on
22828,793,H,open,on
22829,794,H,open,on
22830,795,H,open,on
22831,796,H,open,on
22832,797,H,open,on
22833,798,H,open,on
22834,799,H,open,on
22835,800,H,open,on
22836,801,HH,transitioning,on
22837,773,H,transitioning,on
22838,745,H,transitioning,on
22839,717,H,open,on
22840,718,H,open,on
22841,719,H,open,on
22842,720,H,open,on
22843,721,H,open,on
22844,722,H,open,on
22845,723,H,open,on
22846,724,H,open,on
22847,725,H,open,on
22848,726,H,open,on
22849,727,H,open,on
22850,728,H,open,on
22851,729,H,open,on
22852,730,H,open,on
22853,731,H,open,on
22854,732,H,open,on
22855,733,H,open,on
22856,734,H,open,on
22857,735,H,open,on
22858,736,H,open,on
22859,737,H,open,on
22860,738,H,open,on
22861,739,H,open,on
22862,740,H,open,on
22863,741,H,open,on
22864,742,H,open,on
22865,743,H,open,on
22866,744,H,open,on
22867,745,H,open,on
22868,746,H,open,on
22869,747,H,open,on
22870,748,H,open,on
22871,749,H,open,on
22872,750,H,open,on
22873,751,H,open,on
22874,752,H,open,on
22875,753,H,open,on
22876,754,H,open,on
22877,755,H,open,on
22878,756,H,open,on
22879,757,H,open,on
22880,758,H,open,on
22881,759,H,open,on
22882,760,H,open,on
22883,761,H,open,on
22884,762,H,open,on
22885,763,H,open,on
22886,764,H,open,on
22887,765,H,open,on
22888,766,H,open,on
22889,767,H,open,on
22890,768,H,open,on
22891,769,H,open,on
22892,770,H,open,on
22893,771,H,open,on
22894,772,H,open,on
22895,773,H,open,on
22896,774,H,open,on
22897,775,H,open,on
22898,776,H,open,on
22899,777,H,open,on
22900,778,H,open,on
22901,779,H,open,on
22902,780,H,open,on
22903,781,H,open,on
22904,782,H,open,on
22905,783,H,open,on
22906,784,H,open,on
22907,785,H,open,on
22908,786,H,open,on
22909,787,H,open,on
22910,788,H,open,on
22911,789,H,open,on
22912,790,H,open,on
22913,791,H,open,on
22914,792,H,open,on
22915,793,H,open,on
22916,794,H,open,on
22917,795,H,open,on
22918,796,H,open,on
22919,797,H,open,on
22920,798,H,open,on
22921,799,H,open,on
22922,800,H,open,on
22923,801,HH,transitioning,on
22924,773,H,transitioning,on
22925,745,H,transitioning,on
22926,717,H,open,on
22927,718,H,open,on
22928,719,H,open,on
22929,720,H,open,on
22930,721,H,open,on
22931,722,H,open,on
22932,723,H,open,on
22933,724,H,open,on
22934,725,H,open,on
22935,726,H,open,on
22936,727,H,open,on
22937,728,H,open,on
22938,729,H,open,on
22939,730,H,open,on
22940,731,H,open,on
22941,732,H,open,on
22942,733,H,open,on
22943,734,H,open,on
22944,735,H,open,on
22945,736,H,open,on
22946,737,H,open,on
22947,738,H,open,on
22948,739,H,open,on
22949,740,H,open,on
22950,741,H,open,on
22951,742,H,open,on
22952,743,H,open,on
22953,744,H,open,on
22954,745,H,open,on
22955,746,H,open,on
22956,747,H,open,on
22957,748,H,open,on
22958,749,H,open,on
22959,750,H,open,on
22960,751,H,open,on
22961,752,H,open,on
22962,753,H,open,on
22963,754,H,open,on
22964,755,H,open,on
22965,756,H,open,on
22966,757,H,open,on
22967,758,H,open,on
22968,759,H,open,on
22969,760,H,open,on
22970,761,H,open,on
22971,762,H,open,on
22972,763,H,open,on
22973,764,H,open,on
22974,765,H,open,on
22975,766,H,open,on
22976,767,H,open,on
22977,768,H,open,on
22978,769,H,open,on
22979,770,H,open,on
22980,771,H,open,on
22981,772,H,open,on
22982,773,H,open,on
22983,774,H,open,on
22984,775,H,open,on
22985,776,H,open,on
22986,777,H,open,on
22987,778,H,open,on
22988,779,H,open,on
22989,780,H,open,on
22990,781,H,open,on
22991,782,H,open,on
22992,783,H,open,on
22993,784,H,open,on
22994,785,H,open,on
22995,786,H,open,on
22996,787,H,open,on
22997,788,H,open,on
22998,789,H,open,on
22999,790,H,open,on
23000,791,H,open,on
23001,792,H,open,on
23002,793,H,open,on
23003,794,H,open,on
23004,795,H,open,on
23005,796,H,open,on
23006,797,H,open,on
23007,798,H,open,on
23008,799,H,open,on
23009,800,H,open,on
23010,801,HH,transitioning,on
23011,773,H,transitioning,on
23012,745,H,transitioning,on
23013,717,H,open,on
23014,718,H,open,on
23015,719,H,open,on
23016,720,H,open,on
23017,721,H,open,on
23018,722,H,open,on
23019,723,H,open,on
23020,724,H,open,on
23021,725,H,open,on
23022,726,H,open,on
23023,727,H,open,on
23024,728,H,open,on
23025,729,H,open,on
23026,730,H,open,on
23027,731,H,open,on
23028,732,H,open,on
23029,733,H,open,on
23030,734,H,open,on
23031,735,H,open,on
23032,736,H,open,on
23033,737,H,open,on
23034,738,H,open,on
23035,739,H,open,on
23036,740,H,open,on
23037,741,H,open,on
23038,742,H,open,on
23039,743,H,open,on
23040,744,H,open,on
23041,745,H,open,on
23042,746,H,open,on
23043,747,H,open,on
23044,748,H,open,on
23045,749,H,open,on
23046,750,H,open,on
23047,751,H,open,on
23048,752,H,open,on
23049,753,H,open,on
23050,754,H,open,on
23051,755,H,open,on
23052,756,H,open,on
23053,757,H,open,on
23054,758,H,open,on
23055,759,H,open,on
23056,760,H,open,on
23057,761,H,open,on
23058,762,H,open,on
23059,763,H,open,on
23060,764,H,open,on
23061,765,H,open,on
23062,766,H,open,on
23063,767,H,open,on
23064,768,H,open,on
23065,769,H,open,on
23066,770,H,open,on
23067,771,H,open,on
23068,772,H,open,on
23069,773,H,open,on
23070,774,H,open,on
23071,775,H,open,on
23072,776,H,open,on
23073,777,H,open,on
23074,778,H,open,on
23075,779,H,open,on
23076,780,H,open,on
23077,781,H,open,on
23078,782,H,open,on
23079,783,H,open,on
23080,784,H,open,on
23081,785,H,open,on
23082,786,H,open,on
23083,787,H,open,on
23084,788,H,open,on
23085,789,H,open,on
23086,790,H,open,on
23087,791,H,open,on
23088,792,H,open,on
23089,793,H,open,on
23090,794,H,open,on
23091,795,H,open,on
23092,796,H,open,on
23093,797,H,open,on
23094,798,H,open,on
23095,799,H,open,on
23096,800,H,open,on
23097,801,HH,transitioning,on
23098,773,H,transitioning,on
23099,745,H,transitioning,on
23100,717,H,open,on
23101,718,H,open,on
23102,719,H,open,on
23103,720,H,open,on
23104,721,H,open,on
23105,722,H,open,on
23106,723,H,open,on
23107,724,H,open,on
23108,725,H,open,on
23109,726,H,open,on
23110,727,H,open,on
23111,728,H,open,on
23112,729,H,open,on
23113,730,H,open,on
23114,731,H,open,on
23115,732,H,open,on
23116,733,H,open,on
23117,734,H,open,on
23118,735,H,open,on
23119,736,H,open,on
23120,737,H,open,on
23121,738,H,open,on
23122,739,H,open,on
23123,740,H,open,on
23124,741,H,open,on
23125,742,H,open,on
23126,743,H,open,on
23127,744,H,open,on
23128,745,H,open,on
23129,746,H,open,on
23130,747,H,open,on
23131,748,H,open,on
23132,749,H,open,on
23133,750,H,open,on
23134,751,H,open,on
23135,752,H,open,on
23136,753,H,open,on
23137,754,H,open,on
23138,755,H,open,on
23139,756,H,open,on
23140,757,H,open,on
23141,758,H,open,on
23142,759,H,open,on
23143,760,H,open,on
23144,761,H,open,on
23145,762,H,open,on
23146,763,H,open,on
23147,764,H,open,on
23148,765,H,open,on
23149,766,H,open,on
23150,767,H,open,on
23151,768,H,open,on
23152,769,H,open,on
23153,770,H,open,on
23154,771,H,open,on
23155,772,H,open,on
23156,773,H,open,on
23157,774,H,open,on
23158,775,H,open,on
23159,776,H,open,on
23160,777,H,open,on
23161,778,H,open,on
23162,779,H,open,on
23163,780,H,open,on
23164,781,H,open,on
23165,782,H,open,on
23166,783,H,open,on
23167,784,H,open,on
23168,785,H,open,on
23169,786,H,open,on
23170,787,H,open,on
23171,788,H,open,on
23172,789,H,open,on
23173,790,H,open,on
23174,791,H,open,on
23175,792,H,open,on
23176,793,H,open,on
23177,794,H,open,on
23178,795,H,open,on
23179,796,H,open,on
23180,797,H,open,on
23181,798,H,open,on
23182,799,H,open,on
23183,800,H,open,on
23184,801,HH,transitioning,on
23185,773,H,transitioning,on
23186,745,H,transitioning,on
23187,717,H,open,on
23188,718,H,open,on
23189,719,H,open,on
23190,720,H,open,on
23191,721,H,open,on
23192,722,H,open,on
23193,723,H,open,on
23194,724,H,open,on
23195,725,H,open,on
23196,726,H,open,on
23197,727,H,open,on
23198,728,H,open,on
23199,729,H,open,on
23200,730,H,open,on
23201,731,H,open,on
23202,732,H,open,on
23203,733,H,open,on
23204,734,H,open,on
23205,735,H,open,on
23206,736,H,open,on
23207,737,H,open,on
23208,738,H,open,on
23209,739,H,open,on
23210,740,H,open,on
23211,741,H,open,on
23212,742,H,open,on
23213,743,H,open,on
23214,744,H,open,on
23215,745,H,open,on
23216,746,H,open,on
23217,747,H,open,on
23218,748,H,open,on
23219,749,H,open,on
23220,750,H,open,on
23221,751,H,open,on
23222,752,H,open,on
23223,753,H,open,on
23224,754,H,open,on
23225,755,H,open,on
23226,756,H,open,on
23227,757,H,open,on
23228,758,H,open,on
23229,759,H,open,on
23230,760,H,open,on
23231,761,H,open,on
23232,762,H,open,on
23233,763,H,open,on
23234,764,H,open,on
23235,765,H,open,on
23236,766,H,open,on
23237,767,H,open,on
23238,768,H,open,on
23239,769,H,open,on
23240,770,H,open,on
23241,771,H,open,on
23242,772,H,open,on
23243,773,H,open,on
23244,774,H,open,on
23245,775,H,open,on
23246,776,H,open,on
23247,777,H,open,on
23248,778,H,open,on
23249,779,H,open,on
23250,780,H,open,on
23251,781,H,open,on
23252,782,H,open,on
23253,783,H,open,on
23254,784,H,open,on
23255,785,H,open,on
23256,786,H,open,on
23257,787,H,open,on
23258,788,H,open,on
23259,789,H,open,on
23260,790,H,open,on
23261,791,H,open,on
23262,792,H,open,on
23263,793,H,open,on
23264,794,H,open,on
